Name,Grade,Engagement,Socio-Economic Status,First Generation Student,LMS Interactions
Matthew Acosta,23,High,Medium,False,35
Jamie Chapman,38,High,Medium,False,53
Pamela Carpenter,82,High,High,False,81
Abigail Hale,96,Medium,Medium,False,100
Derek Caldwell,91,Medium,Low,True,48
Selena Baker,32,High,High,True,79
Jonathan Pratt,69,Medium,Medium,True,56
Monica Coffey,23,Low,Low,True,80
Dr. Cheyenne Contreras MD,39,Low,Low,False,90
Andre Clark,49,Medium,Low,True,2
Kristin Stewart,99,Low,Medium,True,28
Andrew Oconnor,72,High,High,False,92
Amy Allen,89,Medium,Low,False,68
Michael Cooper,14,High,Low,True,88
Alexis Hansen,41,High,Medium,True,71
Michael Miller,0,Medium,Low,True,71
Jeffrey Johnson,14,Medium,High,False,84
Patricia Allen,10,Medium,Low,False,64
Cynthia Williams,2,High,Medium,True,82
Ann Flores,52,Low,Medium,True,11
Roy Williams,99,High,Medium,True,44
Kristina Macdonald,37,High,High,False,33
Nicholas Davis,75,High,Medium,True,17
Julia Carr,42,High,High,False,33
Diana Savage,99,Low,Medium,False,55
Christopher Larson,7,Medium,High,True,52
Stephanie Craig,84,Medium,Medium,True,84
Charles Villa,26,Low,High,True,52
Morgan Chavez,81,High,Low,False,26
Angela Roberson,93,Medium,Low,True,41
Carrie Sandoval,95,Low,Low,True,28
Melissa Williams,52,Low,Low,True,30
Melissa Munoz,27,Low,Low,False,83
Natalie Brady,40,Low,High,False,72
James White,61,Medium,Medium,False,15
Kevin Beard,85,Medium,High,False,69
Tiffany Donaldson,23,Medium,High,True,47
Anita Martin,33,Low,High,True,29
Taylor Castro,19,Low,High,False,9
Donald Hunter,89,High,Low,False,23
Andrea Thomas,16,High,Low,False,99
James Stewart,87,High,Medium,False,84
Edward Thomas,23,Medium,High,True,43
Leslie Ramirez,57,High,Medium,False,83
Michael Bell,28,Low,Low,True,65
Olivia Boyd,57,Medium,Medium,True,84
Ricky Day,16,Medium,High,False,51
Glenn Cruz,24,Low,Low,False,75
Bobby Morales,92,Medium,High,True,66
Shelley Bowman,100,Medium,Medium,False,78
Rachel Mann,40,High,High,True,35
Robin Thompson,4,High,Medium,True,18
Jaime Clark,37,High,Low,True,79
Martin Cantrell,61,Low,High,True,63
James Ortega,39,Medium,Low,False,7
Amy Williams,29,Low,Medium,False,24
David Solomon,60,Low,Medium,True,64
Regina Paul,64,High,Medium,True,44
Isaiah Jackson,57,Low,Medium,True,40
Stephanie Davis,14,Medium,Medium,True,41
Gregory Harmon,34,Low,Medium,True,66
Anna Shannon,64,Low,Medium,True,57
Michael Griffin,20,Medium,High,False,49
Cesar Simmons,37,Low,Medium,True,99
Dale Anderson,0,Low,High,False,23
Karen Gamble,92,Medium,Low,False,47
Steven Palmer,78,High,High,True,22
Christopher Barnes,77,High,High,True,82
Bill Reid,6,Medium,Low,True,52
Amy Bartlett,91,Medium,Low,True,90
Mark Torres,6,Low,Medium,True,66
Derek Chen,87,High,High,False,1
John Bowman,61,High,Low,False,98
Alexander Young,74,High,Low,False,82
Jason Mccarthy,49,High,High,False,27
John Ross,77,Medium,High,True,87
Shawn Lee,31,Medium,Medium,True,31
Kimberly Jackson,31,Medium,Medium,False,92
Henry Bailey,64,High,Medium,False,0
Kimberly Nelson,48,High,Low,True,73
Juan Allen,25,Medium,Low,False,97
Lance Vaughan,51,High,High,True,38
Mr. Miguel Lee,81,Low,Medium,False,31
Cynthia Walter,35,Low,High,False,35
Amanda Santiago,61,Medium,High,True,17
Vickie Frank,83,Medium,High,False,65
Maria Carter,31,High,High,False,79
Oscar Barnett,37,Medium,High,True,99
Nathan Williams,43,Low,High,False,28
Jon Mcgee,29,Low,High,False,52
Michael Carey,44,Low,High,False,75
Jack Cantrell,32,High,Low,False,95
Natalie Jacobs,4,Low,High,False,39
Daniel Jimenez,64,Low,Medium,True,60
Steven Cook,26,Medium,Medium,False,74
David Anderson,86,Medium,Medium,False,34
Keith Williamson,10,Medium,Low,True,50
Jasmine Contreras,92,Low,Medium,False,86
Kelly Wilson,77,Low,Low,False,36
Deborah Edwards,95,Medium,High,True,39
Matthew Murphy,86,Medium,High,False,87
Garrett Wong,97,High,High,False,21
Thomas Kirby,40,Low,Medium,False,39
Brent Pitts,66,Low,Low,False,31
Margaret Wilson,85,Medium,Low,False,49
Glenn Adams,33,High,High,True,2
Kelly Perez,65,Low,High,False,72
Theresa Chen,15,High,Medium,False,71
Whitney Garcia,33,High,Low,True,4
David Griffin,60,High,Medium,False,82
Jeremy Matthews,39,Low,High,False,0
Shawn Braun,11,Low,Medium,True,13
Suzanne Graham,7,Low,Medium,True,5
Christina Flowers,49,High,Medium,False,4
Troy Lee,28,High,High,False,92
Michael Flores,69,Low,Low,True,13
Andrew Butler,4,Low,Low,True,78
Cynthia Morrow,1,High,High,True,86
Brandon Hickman,4,Medium,High,False,98
Sydney Brown,24,Low,High,True,26
Cynthia Wagner,79,High,Medium,True,9
Angel Vang,28,High,Low,False,59
Donna Lloyd,34,Low,Medium,True,57
Jonathan Franklin,96,Medium,Medium,False,25
Andrew Cooper,78,Low,Low,False,85
Peter Jackson,61,Medium,Medium,True,82
Daniel Rogers,22,High,Medium,True,70
Jonathan Bishop,89,High,High,True,58
William Hale,62,High,High,False,77
Stacy Glenn,73,High,Low,True,52
Robin Day,52,High,Medium,False,89
Erin Harrison,81,Medium,Low,False,61
Kathy Chang,64,Low,Low,True,10
Samantha Case,92,Low,Low,False,36
Shelly Meyer,24,High,Low,True,49
Wendy Hanson,7,Low,Low,False,22
Steven Hurley,1,High,Medium,False,75
Mark Williams,64,Medium,Low,True,82
Leslie Gray,14,Medium,Low,False,14
Katelyn Hill,48,High,Medium,False,4
Cynthia Owens,22,High,Low,False,81
Sherry Clark,49,High,Medium,True,6
Jonathan Mann,17,High,High,False,1
Aaron Gutierrez,31,Low,Low,False,11
Heather Cordova,45,High,High,False,70
Susan Ford,76,Medium,Low,True,34
Jordan Larsen,60,Medium,High,True,87
Paul Swanson,44,Medium,Medium,False,86
Matthew Fisher,24,High,Medium,False,87
Dustin Ayala,25,Low,Low,True,100
Jason Gonzalez,9,Medium,Medium,False,93
Ashley Schwartz,27,High,Low,True,33
Christine Lewis,85,High,Low,True,9
Laura Phillips,90,Medium,High,True,15
Jamie Patterson,57,Low,Medium,False,0
Alison Gould,94,High,Medium,False,28
Austin Owens,25,High,Low,False,25
Colleen Harrison,75,Medium,Low,False,87
Christopher Carpenter,31,High,Low,False,11
Christian Bailey,19,High,Medium,True,37
Maria Anderson,26,Medium,High,True,70
Rebecca Rogers,29,High,High,False,58
Jorge Mcdonald,75,Low,Low,True,98
Kaitlyn Simmons,2,Low,High,True,15
Virginia Powell,97,High,High,True,49
Derrick Snyder,37,Low,Low,False,54
Laurie Nichols,76,High,Medium,False,70
Steven Lloyd,47,Low,Medium,True,4
James Hodge,92,High,Low,False,69
Janice Beasley,25,Low,Low,False,91
Timothy Tran,15,High,High,True,64
Sandra Wallace DDS,60,High,High,True,66
Nicole Bennett,34,High,Low,False,54
Maria Wood,67,Low,High,True,78
Jaclyn Ingram,14,Low,Low,True,20
Megan Wilkinson,100,Low,Low,True,11
Lance Farley,68,Medium,Low,True,88
Margaret Singh,1,Medium,Low,False,54
Kevin Graham,53,Medium,High,True,81
Tammy Thomas,86,Low,Low,False,41
Caitlyn Robles,56,High,Low,True,63
Dr. Karen Powell,20,High,High,True,93
Thomas Rodriguez,8,Medium,High,True,12
Justin Morris,16,High,High,False,2
Andrew Briggs,60,Low,Medium,False,37
Corey Casey,87,High,Low,False,64
Tyler Dominguez,94,Low,Medium,False,46
Dr. John Fernandez DVM,20,Medium,Medium,True,44
Billy Baker,23,Low,Medium,False,20
Brian Carr,5,Low,Low,False,87
Miranda Thompson,94,Low,Low,True,78
Gordon Curtis,68,Medium,Medium,False,11
Phillip Kelley,42,High,Low,False,100
John Patterson,67,High,Low,True,52
Jordan Johnson,54,Medium,Low,True,47
Benjamin Jacobs DDS,82,High,High,False,63
Brittany Johnson,24,High,Medium,True,30
Kimberly Mcconnell,34,Low,Low,True,84
John Santiago,54,High,Medium,False,34
Jo Contreras,76,High,High,True,30
Theresa Williams,20,Low,Medium,True,49
Jessica Watson,7,High,Low,False,24
Jordan Mitchell,33,Medium,Low,False,33
Brianna Nguyen,80,Medium,High,True,39
Courtney Maxwell,87,Medium,Low,True,80
Kevin Bass,68,High,High,True,5
Melissa Robinson,99,Medium,High,True,23
Ashley Shields,43,Medium,Medium,False,57
Steven Cook,61,Medium,Low,False,23
Casey Pittman,69,Medium,High,True,72
John Chandler,28,Low,Medium,True,36
Teresa Mendoza,8,Medium,Low,True,53
Michael Martin,6,Medium,Low,False,56
Laurie Bell,61,Low,Low,True,77
Brandon Webster,55,Low,Low,False,88
Mary Kaufman,22,Medium,Medium,True,69
Katrina Bates,65,Low,Medium,True,64
David Carey,8,Low,Low,True,94
Clarence Zamora,2,High,High,True,3
Kathy Gilbert,93,Low,Medium,False,57
Pamela Wade,2,Low,Medium,True,4
Edwin Lynn,27,Low,Medium,False,81
Michael King,42,High,High,False,30
Patrick Richardson,72,Low,Medium,True,48
Donald Little,3,Medium,Low,False,38
Howard Palmer,97,High,Medium,True,66
Jesse Torres,26,High,Low,False,64
Pamela Pratt,74,High,High,False,13
Mark Anderson,23,Medium,High,True,30
Anthony Diaz,87,Low,Medium,True,7
Shawna Henry,2,Medium,Low,False,92
Steven Santos,82,High,High,False,76
Anna Thomas,17,Medium,Medium,True,49
Karen Moreno,97,Medium,High,False,43
Cody Lawrence,18,Medium,Low,False,39
Dr. Barbara Burton MD,79,High,High,False,73
Angela Rodriguez,42,Low,Low,True,89
Aaron Jacobs,97,High,High,True,37
Steve Wheeler,98,Low,High,True,41
Carol Brown,46,High,High,True,35
Michael Brown,58,Medium,Medium,True,16
Brandon Brown,97,Medium,High,True,51
Wendy Nelson,42,Medium,Low,False,7
Summer Brooks,92,High,Low,False,20
Sarah Becker,16,Low,Medium,True,58
Sheila Alvarez,74,Medium,Medium,False,88
Tracy Cross,31,Low,Low,True,45
Matthew Sherman,52,High,Low,False,35
Jeffrey Richards,22,Medium,Low,True,28
Jason Phillips,35,Medium,High,True,8
Alex Miller,42,Low,Low,True,12
Jessica Williams,39,Medium,Low,True,72
Gary Davis,3,Low,Medium,True,84
Audrey Weber,47,High,Low,False,81
Tanya Moon,13,High,High,True,36
James Rodriguez,88,High,High,True,11
Christine Erickson,63,Medium,Medium,True,63
Jacob Bautista,44,Low,Medium,True,23
Sarah Leon,27,High,Medium,False,43
Nicholas Johnson,27,Medium,Low,True,39
Christy House,100,High,Low,False,68
April Ward,28,High,Low,True,23
Joseph Gibson,86,Low,Medium,True,43
Alex Hess,44,Low,Medium,True,12
Crystal Mays,23,Low,Low,False,4
Kara Massey,53,High,Low,False,29
Robert Brown,94,Medium,High,False,91
Eric Mann,74,Low,High,False,77
Claudia Meyers,58,Medium,Medium,False,35
Andrew Mullen,31,Medium,High,False,31
Kayla Fleming,73,Low,High,True,13
Tina Phillips,8,Low,Medium,True,21
Matthew Davila,48,Low,Medium,False,58
Jessica Murphy,73,Low,High,False,84
Kathleen Hoffman,63,Low,Medium,True,14
Roger Mckay,44,Low,Low,True,54
Nicholas Thompson,12,Low,Medium,False,41
Rebecca Norris,75,Medium,Low,True,21
George Williams,22,Medium,Low,False,100
Lydia Ortega,50,Low,Medium,False,24
Mary Dennis,85,High,High,False,0
Andrew Bonilla,45,Medium,Low,False,83
Gary Powell,98,High,Low,True,43
Sara Contreras,36,High,Medium,False,72
Joshua Smith,44,Low,Medium,True,12
Anthony Meyer,72,Medium,Medium,True,9
James Garcia,44,Low,Low,False,99
James Johnson,23,Medium,Medium,True,50
Tracy Dean,19,Low,Low,True,18
John Humphrey,50,Medium,Medium,True,2
Lisa Thomas,70,Medium,High,False,72
Noah Smith,61,Low,Low,True,55
Alexis Eaton,33,Low,Medium,False,0
Andrew Anderson,98,Low,High,False,89
Stephanie Hoffman,18,Low,Low,True,97
Jennifer Buckley,47,Low,High,False,21
Gregory King,22,Low,Medium,True,75
Jennifer Davis,45,Low,High,True,36
Sandra Austin DDS,51,Low,Low,False,36
Joshua Williams,87,High,High,True,5
Mr. Matthew Gregory,66,Medium,High,True,5
Jane Jones,30,High,Low,False,77
Laurie Cox,58,Low,Low,False,78
Bradley Chen,59,Low,High,True,0
Robert Brown,93,High,Medium,True,36
Dr. Glenn Hahn,2,Low,Medium,False,10
John Zamora,47,Low,High,True,3
Mrs. Stacy Walter,100,Low,Medium,False,61
Kathleen Durham,65,Low,High,True,24
Laura Parker,8,High,High,True,96
Elizabeth Ramirez,78,Low,Medium,False,17
Robert Green,89,High,Medium,False,59
Carol Christian,44,High,Low,False,60
Nicholas Mendez,13,Low,High,False,13
Christopher Nichols,80,High,Low,False,2
William Wolfe,55,Low,Low,False,38
Stephen Harris,95,Low,High,True,63
Lisa Torres,90,Medium,High,False,83
Sarah Harrington,80,Medium,High,True,18
Phillip Mccarthy,16,High,Medium,True,47
Richard Becker,54,Medium,High,False,72
Christina Sexton,54,Medium,Medium,False,19
Karen Williams,4,Medium,Medium,True,88
Derrick Reyes,100,High,Low,False,64
Lisa Curtis,28,Low,High,False,17
Michael Heath,23,Low,Medium,False,27
Rebekah Leonard,36,Low,Low,True,55
Helen Mitchell,8,High,Medium,True,10
William Stanton,81,Low,Medium,False,60
Renee Jenkins,81,Medium,High,True,65
Joseph Armstrong,66,Low,High,True,97
Amanda Scott,50,Medium,Low,True,22
Derek Newton,19,Medium,High,False,91
Kevin Ward,40,High,Low,False,27
Brian Hall,2,Medium,High,True,46
Paula Barnes,51,High,High,False,81
Phillip Dawson,8,High,Medium,False,16
Rachel Smith,76,Medium,High,True,15
Tammy Brown,50,Low,High,False,16
Kathryn Schmidt,18,Low,Low,True,29
Christian Fields,12,Low,Medium,False,50
Marcus Howard,65,Medium,High,False,53
Mr. Daniel Hawkins,27,Low,High,True,18
Noah Jackson,92,High,Low,False,98
Kendra Chavez,50,Medium,Medium,True,22
Danielle Frye,27,Low,Medium,False,87
Daniel Willis,20,Medium,Low,True,63
Heather Rodriguez,19,Medium,Low,False,14
Maria Harrington,13,Low,Low,True,44
Tom Daniels,20,High,High,False,68
Mary Williams,49,Medium,Low,False,24
Sonya Miles,53,Medium,High,False,28
Jennifer Ortiz,63,High,Low,False,1
Randy Reed,24,Low,Low,True,36
Elizabeth Guzman,8,Low,Low,False,74
Andrew Douglas,86,Medium,Low,True,2
Jason Turner,36,High,High,True,92
Andres Schaefer,94,Low,Medium,True,24
Linda Harris,34,Medium,Medium,True,83
Joseph Avery,25,Medium,Low,False,49
Bonnie Kramer,32,High,High,True,1
Amanda Smith,41,Low,Low,True,69
Joseph Yoder,88,High,Low,True,41
Heather Cuevas,70,Low,Low,True,88
Danny Anderson,27,Low,High,True,23
Brandon Perry,67,Low,Low,False,30
George Moore,5,Low,High,False,22
Jill Ramirez,85,High,High,True,4
Dennis Harrison,10,Medium,High,True,84
Lisa Knight,83,High,Low,False,45
Gabriella Wang,75,Low,High,True,59
Dr. Katelyn Spence DVM,38,Medium,Medium,True,99
Justin Robertson,88,Medium,High,True,30
Jasmine Davis,69,Low,High,False,56
Kayla Small,2,High,Medium,False,6
Amber Johnson,97,Low,High,True,3
William Marsh,67,Low,Low,True,11
Gregory Shields,42,High,Low,True,12
Alejandro Yu,4,Low,Low,False,5
Faith Atkinson,7,Medium,Medium,False,14
Sarah Morris,92,Medium,High,True,57
Spencer Valentine,56,Medium,Low,True,58
Melissa Landry,7,Medium,Medium,True,81
Brian Carson,28,Medium,Medium,True,10
Heather Curtis,16,Low,High,False,10
Casey Hunt,10,High,Medium,False,63
Tonya Bush,7,Medium,High,False,28
Lawrence Young,7,High,High,False,17
Stephen Morrison,96,Low,Low,False,24
Ashley White,40,Low,High,True,30
Taylor Taylor,36,Medium,Medium,False,6
Ashley Williams,77,High,Medium,False,77
Jeffrey Parker,96,Low,Low,False,74
Russell Harrison,43,Low,Low,False,74
Devin Mills,11,High,Low,True,53
Joseph Herrera,67,Low,Low,False,88
Andrea Edwards,34,Low,Medium,True,49
Crystal Steele,86,Medium,Medium,False,3
Richard Hurley,48,Medium,High,False,83
Michael Serrano,89,Medium,Medium,True,61
Lauren Warren,23,High,Low,False,8
Stephanie Salinas,45,High,Low,True,76
Alicia Jones,67,High,High,True,57
Phillip Moss,8,High,High,True,32
Colleen Williamson,50,Low,Medium,True,62
Valerie Smith,93,Low,High,True,14
Nicholas Hicks,78,High,Low,False,25
Shari Davis,86,Medium,Medium,False,43
Jeanette Delgado,31,Low,High,True,59
Kelsey Williams,39,Medium,Medium,False,79
Kelly Gill,54,Medium,Medium,False,31
Terri Sanchez,81,Low,High,False,46
Andrea Young,88,Medium,Medium,True,90
Anthony Montoya,95,Low,High,False,9
Kevin Johnson,73,Medium,Medium,False,82
Keith Mendez,10,High,Low,False,88
Aaron Tran,22,High,Low,False,3
Rachel Best,70,High,Low,True,75
Scott Howard,45,Low,Medium,True,14
Julian Hunt,43,Low,High,True,65
Margaret Stewart,24,High,Medium,True,96
David Myers,4,High,Medium,True,80
Jason Hart,42,High,Low,False,23
Valerie Wilcox,28,High,Low,False,81
Stephanie Salazar,72,Low,High,True,11
Kelly Rodriguez,81,High,Low,False,57
Terry Reynolds,76,High,Medium,True,42
Walter Evans,84,Medium,Medium,False,5
Stephen Rodgers,74,Low,Medium,False,2
Daniel Lutz,22,High,High,True,78
Amber Beard,50,Medium,Medium,False,48
Mariah Finley,66,Low,High,True,70
Sarah Reynolds,5,High,High,False,92
Monica Wade,96,Low,Low,False,92
Mitchell Mckinney,25,Medium,Low,True,77
Dr. Samuel Phillips,24,Low,High,True,7
Tina Compton,83,High,Medium,False,37
Maria Gentry,72,Low,High,False,76
Ms. Shannon Dean,75,Medium,Medium,False,53
Taylor Vasquez,86,Medium,Medium,True,6
Trevor Diaz,78,Medium,Medium,True,67
Matthew Smith,51,Medium,High,False,38
Larry Stephenson,2,Medium,Medium,False,35
Bryan Burke,95,High,High,False,59
Scott Hampton,49,Medium,Medium,True,75
Rachel Smith,12,Low,Low,False,43
Leah Mcdowell,74,Medium,High,False,91
Bryan Kim,30,Low,Low,True,88
Robert Brown,69,Medium,Medium,False,67
Mary Jimenez,69,Medium,Medium,False,25
Brenda Howell,70,Medium,Low,False,85
Brandon Adams,2,High,Medium,False,46
Sean Taylor,54,Low,Medium,False,74
Thomas Moreno,23,Low,Medium,False,86
Daniel Willis,9,Low,High,False,100
Anthony Long,20,High,Low,True,12
Carlos Dunlap,63,High,Low,True,37
Blake Terry,31,High,Medium,False,71
Brenda Valdez,41,Medium,High,True,78
Matthew Wood,34,Medium,Medium,True,46
Regina Lawrence,64,Low,Low,True,64
Alyssa Velez,69,High,Medium,True,3
Adrian Garcia,2,Medium,High,True,80
Tony Brown,50,Low,Medium,True,16
Amy Franco,60,Low,Low,False,99
Jeffrey Dixon,0,High,Low,True,11
Miss Sandra Braun,45,High,High,False,72
Billy Simmons,18,Low,Low,True,29
Daniel Hill MD,34,Low,High,True,56
Bradley Frost,81,High,Medium,True,33
David West,20,Low,High,False,47
Jose Banks,93,High,High,False,38
Thomas Rice,21,Low,Medium,True,79
Kimberly Mcgee,11,High,Low,False,83
Kurt Snyder,6,Low,Low,True,35
David Jordan,34,Low,High,False,70
Jermaine Pena,57,High,High,False,70
Kristin Pennington,17,Medium,Medium,True,76
Michelle Barrett,77,High,High,False,89
Elizabeth Watson,54,Low,Low,True,15
Jim Hughes,24,High,High,True,69
Leslie Perry,96,Medium,Medium,False,1
Calvin Wright,21,Low,Medium,False,87
Wayne Frank,26,Medium,Low,True,75
Nancy Ward,7,Medium,High,False,76
Lisa Ortiz,55,Medium,Medium,True,84
Richard Gonzalez,86,High,High,False,86
Jason Hernandez,50,Medium,Low,False,95
Stephen Johnson,18,Low,Low,True,47
Dr. Yolanda Lowe,62,Low,Medium,False,89
Emma Hernandez,67,Low,High,True,5
Michael Garrett,24,High,High,False,75
Brittany Cooper,3,High,Medium,True,14
Steven Thomas,13,Medium,High,False,24
Richard Fitzgerald,65,Low,Medium,False,96
Alan Melton,87,Medium,High,True,99
Danielle Shah,12,Medium,Medium,False,38
Jessica Ortiz,8,High,Low,False,35
Ashley King,8,High,High,True,58
Robert Montgomery MD,72,Low,Medium,False,74
Natasha Fernandez,4,High,High,False,13
Stephanie Lawrence,84,High,High,False,99
Kayla Jordan,56,Medium,Low,True,85
Benjamin Kennedy,12,Low,Low,True,58
Joseph Mooney,77,Low,High,True,13
Paul Anderson,23,Low,High,False,53
Frank Tucker,80,Medium,Low,False,14
Charles Cook,40,Medium,Medium,False,6
Margaret Green,22,Low,Medium,True,5
Lynn Young,38,Low,Medium,False,48
John Salinas,49,Medium,High,False,66
Barbara Kim,19,High,Low,True,50
James Mcbride,19,Low,Low,True,9
Javier Munoz,53,Medium,Low,False,34
Daniel Smith,36,High,Medium,False,9
Miss Nancy Cowan,4,High,High,False,53
Randall Patel,90,Low,Medium,False,42
Casey Moore,53,Medium,High,True,33
Daniel Green,21,High,Medium,True,63
Randy Martin,80,Low,Medium,True,14
Ruth Garcia,98,Medium,Medium,True,100
William Cuevas,66,Medium,Medium,True,92
Alexis Chavez,84,Medium,High,True,6
Kristopher Jimenez,28,Low,High,False,5
Heather Moore,57,Low,Low,True,87
Barbara Graham,72,Medium,High,False,29
Jerome Freeman,9,Medium,Medium,True,80
Daniel Mays,67,Low,Medium,True,55
Micheal Rivera,93,Low,Medium,False,52
Rachel Johnson,55,Medium,Medium,False,32
Anthony Stewart,4,Medium,High,False,29
William Figueroa,41,Low,Low,False,84
Rose Sullivan DDS,71,Low,High,True,29
Theresa Cox,90,Medium,Low,False,43
April Gordon,87,High,Medium,True,72
Christine Clark,84,Medium,Medium,False,86
Laurie Ryan,15,Medium,Low,False,13
Angel Wright,74,Medium,Low,True,9
Gary Cooper,91,Medium,Low,True,50
Jordan Williams,59,High,Medium,True,10
Benjamin Ramirez,68,Medium,High,True,48
Kimberly Parrish,57,Medium,Low,False,66
Manuel Price,26,High,Low,True,41
Debra Young,2,Low,High,True,21
Steven Smith,70,Low,High,True,97
Daniel Blake,73,Medium,Medium,False,20
Julie Foster,55,High,Medium,True,94
Amy Adams,70,Medium,Medium,True,42
Christopher Wagner,38,High,Medium,False,83
Jasmine Mckinney,81,Medium,Medium,True,54
Nicole Baxter,89,Medium,High,False,86
Sean Murphy,44,Low,Low,True,84
Matthew Banks,6,Low,High,True,80
Wendy Dixon,45,Medium,High,True,0
Catherine Wells,81,Low,Low,False,31
Luis Brown,89,Medium,High,False,32
Ashley Garrett,30,High,Low,True,22
Jordan Wood,76,Medium,Medium,True,56
Lauren Pena,93,High,Medium,False,70
Pamela Jimenez,62,Medium,High,False,93
Kathryn Hall DDS,66,Medium,Medium,False,38
Savannah Cox,90,Medium,Medium,False,45
James Davila,36,Low,High,True,56
Carol Beard,35,Low,High,False,36
Jill Jones,45,Medium,High,True,25
Matthew Griffith,27,High,High,False,43
Crystal Cole,85,High,Medium,True,31
Hunter Mclean,40,Low,High,False,90
Robin Little,96,High,Medium,False,10
Karen Lester,28,Low,Medium,True,79
Jose Ramos,81,High,Medium,True,24
John Harrison,7,High,Low,False,54
Kelly Morris,15,High,Low,True,62
Vanessa Fernandez,59,Low,High,True,47
Joel Taylor,86,Low,High,False,51
Thomas Bates,44,Medium,High,False,58
Dennis Byrd,53,Medium,Low,True,50
Kimberly Young,32,Low,Medium,True,83
Kathryn Reese,80,High,High,False,29
Laura Mcbride,21,High,Low,False,72
Lawrence Chavez,43,High,Medium,True,96
Willie Noble,58,Low,High,True,51
Brandon Park,1,Medium,Medium,True,16
Jennifer Shah,85,High,High,False,23
Leslie Phelps,6,High,Medium,False,39
Eric Summers,82,High,Medium,True,69
Drew Flores,69,Medium,High,True,67
Darryl Thomas,77,Medium,Medium,False,58
Mark Nelson,53,Medium,Medium,False,67
Chelsea Cunningham,18,Low,Medium,True,1
Elaine Brown,36,Medium,Low,True,86
Jamie Murphy,75,High,Low,False,95
Tracey Gray,29,Medium,Medium,True,35
Ryan Love,54,Low,Medium,True,67
Teresa Newman,29,High,High,False,46
Eric Ward,56,Medium,Medium,True,96
Gregory Martinez,33,Medium,Low,False,38
Mark Marsh,5,Medium,High,False,80
Ashley Downs,23,High,High,False,3
Alejandra Hawkins,33,Low,Low,False,11
Julie Clark,49,Medium,Medium,True,42
Richard Harrison DDS,63,High,Low,False,94
Joanne Taylor DDS,32,High,Medium,False,1
Anne Ramos,21,Medium,High,True,64
Isaac Butler,48,High,Low,False,20
Logan Hill,88,Low,High,False,75
Melissa Calhoun,84,Medium,Low,True,98
Dustin Buckley,1,Low,Medium,False,71
Tamara Yoder,28,Low,High,True,70
Stephanie Parks,76,High,Medium,True,13
Tina Robinson,34,Low,Medium,False,79
Larry Schroeder,27,High,Low,True,65
Willie Payne,95,High,High,False,24
Jeffrey Evans,3,High,Low,True,7
Michael Richardson,49,Low,Low,True,2
Justin Henderson,89,Medium,Medium,False,100
Dawn King,10,Medium,High,True,10
Levi Garcia,97,High,Low,False,4
Angel Davis,93,Low,Medium,False,11
Maria Hill,60,Low,Medium,True,54
Ronald Morris,36,Medium,Medium,False,36
Robert Williams,54,Low,Low,False,15
Ronald Bridges,78,Medium,Low,True,18
Lindsay Stevenson,13,Medium,High,False,9
Anthony Vargas,6,Medium,High,True,36
Eric Richards,41,High,Medium,True,73
William Garcia,74,High,Low,False,12
Bethany Hutchinson,3,Medium,High,False,82
Danielle Scott,33,High,Low,False,27
Julie Wright,27,Medium,High,False,46
Kelly Lopez,71,Medium,Low,True,52
Kerry Bryant,75,Low,Low,False,38
Jeffrey Foster,65,High,High,False,28
Jo Miller,12,High,High,True,36
Robert Williams,66,Low,High,True,0
Monica Burton,38,Low,Low,False,70
Breanna Howard,25,Medium,Medium,False,10
Cristian Lopez,53,High,High,False,91
Peggy Mcdonald,37,High,Low,False,56
Dr. Tina Smith,16,Low,Low,False,63
John Taylor,3,Medium,Low,False,84
David Nichols,52,High,Low,True,40
Derek Torres,85,High,High,False,94
Dylan Bean,25,High,Low,False,23
Chelsea Martinez,31,Low,Medium,False,82
Paul Benson,28,Medium,High,False,64
Michelle Raymond,9,Medium,Medium,False,98
Scott Ray,12,High,Medium,True,82
Mrs. Tonya Kelly,39,Low,High,False,9
Daniel Potts,47,High,High,False,88
Jason Price,94,Medium,Medium,False,48
Dr. Jeffrey Proctor,50,High,Low,False,40
Brenda Murray,79,Low,Medium,False,38
Valerie Taylor,2,Low,Low,False,37
Ronnie Olsen,87,Medium,Low,False,23
Tony Morton,9,Medium,Medium,True,68
Kaitlyn Phelps,55,Medium,Medium,False,81
Rachel Berry,60,Medium,Low,True,20
Samantha Mcclain,10,High,High,True,71
Megan Hammond,34,High,Medium,False,75
Amanda Hoover,41,Low,High,False,77
Martin Long,88,Low,Low,True,57
David Ruiz,4,Medium,High,False,20
Veronica Dickson,76,High,High,False,50
Donna Payne,22,Low,Medium,True,2
Charles Weber,52,Medium,High,False,18
Laura Robertson,62,High,High,False,46
Michael Perry,23,Medium,Medium,True,67
Maureen Diaz,30,Medium,High,True,36
Dr. Cathy Morales,42,Medium,Low,False,52
Crystal Berger,49,Low,Low,False,67
Kevin Barker,18,Low,High,True,11
Nicolas Miller,2,Medium,Low,True,57
Russell Schwartz,45,High,Medium,False,89
Gina Drake,49,High,High,True,40
Brian Woods,58,High,High,False,62
Toni Kent,9,Medium,Low,True,21
Teresa Perez,64,Low,Medium,True,26
Whitney Mills,48,Low,Low,False,81
Devin Thomas,6,High,Low,True,2
Abigail Bridges,63,Medium,Low,True,81
Henry Zamora,63,Low,Medium,False,4
